text,aspect,v,a,id,category,opinion,source
definitely worth the trip to battery park city !,NULL,7.88,8.0,rest16_quad_train_656,RESTAURANT#GENERAL,definitely worth,eng_restaurant_train_alltasks
one of my favorite places in manhattan .,NULL,7.5,7.3,rest16_quad_train_657,RESTAURANT#GENERAL,favorite,eng_restaurant_train_alltasks
authentic taiwanese food that ' s cheap . . . what more could you ask for ?,taiwanese food,8.0,7.75,rest16_quad_train_658,FOOD#QUALITY,authentic,eng_restaurant_train_alltasks
authentic taiwanese food that ' s cheap . . . what more could you ask for ?,taiwanese food,7.75,7.75,rest16_quad_train_658,FOOD#PRICES,cheap,eng_restaurant_train_alltasks
( besides that there should be more restaurants like it around the city ) .,NULL,5.0,5.0,rest16_quad_train_659,RESTAURANT#GENERAL,NULL,eng_restaurant_train_alltasks
the cold appetizer dishes taste like the way i remember them to taste when i was growing up in taiwan .,cold appetizer dishes,5.33,5.33,rest16_quad_train_660,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
delicious simple food in nice outdoor atmosphere .,food,7.83,7.83,rest16_quad_train_661,FOOD#QUALITY,delicious,eng_restaurant_train_alltasks
delicious simple food in nice outdoor atmosphere .,food,6.83,7.0,rest16_quad_train_661,FOOD#STYLE_OPTIONS,simple,eng_restaurant_train_alltasks
delicious simple food in nice outdoor atmosphere .,outdoor atmosphere,7.17,7.17,rest16_quad_train_661,AMBIENCE#GENERAL,nice,eng_restaurant_train_alltasks
"kind , attentive wait staff .",wait staff,7.25,7.25,rest16_quad_train_662,SERVICE#GENERAL,kind,eng_restaurant_train_alltasks
"kind , attentive wait staff .",wait staff,7.5,7.38,rest16_quad_train_662,SERVICE#GENERAL,attentive,eng_restaurant_train_alltasks
i really like both the scallops and the mahi mahi ( on saffron risotto yum ! ) .,scallops,6.62,6.75,rest16_quad_train_663,FOOD#QUALITY,really like,eng_restaurant_train_alltasks
i really like both the scallops and the mahi mahi ( on saffron risotto yum ! ) .,mahi mahi ( on saffron risotto,6.75,6.88,rest16_quad_train_663,FOOD#QUALITY,really like,eng_restaurant_train_alltasks
my friend devoured her chicken and mashed potatos .,chicken and mashed potatos,7.25,7.0,rest16_quad_train_664,FOOD#QUALITY,devoured,eng_restaurant_train_alltasks
delicious crab cakes too .,crab cakes,7.5,7.12,rest16_quad_train_665,FOOD#QUALITY,delicious,eng_restaurant_train_alltasks
"even if the food was n ' t this good , the garden is a great place to sit outside and relax .",garden,6.62,6.5,rest16_quad_train_666,AMBIENCE#GENERAL,great,eng_restaurant_train_alltasks
"even if the food was n ' t this good , the garden is a great place to sit outside and relax .",food,4.12,6.0,rest16_quad_train_666,FOOD#QUALITY,n ' t this good,eng_restaurant_train_alltasks
great neighborhood joint .,joint,7.5,7.5,rest16_quad_train_667,RESTAURANT#GENERAL,great,eng_restaurant_train_alltasks
this is a nice pizza place with good selection of thin crust pizza including the basil slice .,pizza place,6.83,6.83,rest16_quad_train_668,RESTAURANT#GENERAL,nice,eng_restaurant_train_alltasks
this is a nice pizza place with good selection of thin crust pizza including the basil slice .,selection of thin crust pizza,6.5,6.67,rest16_quad_train_668,FOOD#QUALITY,good,eng_restaurant_train_alltasks
this is a nice pizza place with good selection of thin crust pizza including the basil slice .,selection of thin crust pizza,6.5,6.5,rest16_quad_train_668,FOOD#STYLE_OPTIONS,good,eng_restaurant_train_alltasks
this is a nice pizza place with good selection of thin crust pizza including the basil slice .,basil slice,6.17,6.33,rest16_quad_train_668,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
"their calzones are horrific , bad , vomit - inducing , yuck .",calzones,1.5,8.5,rest16_quad_train_669,FOOD#QUALITY,yuck,eng_restaurant_train_alltasks
"their calzones are horrific , bad , vomit - inducing , yuck .",calzones,1.38,8.38,rest16_quad_train_669,FOOD#QUALITY,horrific,eng_restaurant_train_alltasks
"their calzones are horrific , bad , vomit - inducing , yuck .",calzones,1.75,7.0,rest16_quad_train_669,FOOD#QUALITY,vomit - inducing,eng_restaurant_train_alltasks
"their calzones are horrific , bad , vomit - inducing , yuck .",calzones,1.62,6.88,rest16_quad_train_669,FOOD#QUALITY,bad,eng_restaurant_train_alltasks
they smell like they stuff them with old canned vegetables like the spinach mushroom calzone .,NULL,4.5,5.67,rest16_quad_train_670,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
the counter service is bad .,counter service,3.2,5.3,rest16_quad_train_671,SERVICE#GENERAL,bad,eng_restaurant_train_alltasks
they charge different prices all the time .,NULL,4.75,5.0,rest16_quad_train_672,SERVICE#GENERAL,NULL,eng_restaurant_train_alltasks
"they ' re rude at times , and not very friendly .",NULL,2.75,7.0,rest16_quad_train_673,SERVICE#GENERAL,rude,eng_restaurant_train_alltasks
"they ' re rude at times , and not very friendly .",NULL,3.0,6.75,rest16_quad_train_673,SERVICE#GENERAL,not very friendly,eng_restaurant_train_alltasks
no pizza 33 for me !,pizza 33,5.0,5.0,rest16_quad_train_674,RESTAURANT#GENERAL,NULL,eng_restaurant_train_alltasks
"anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .",NULL,2.17,7.33,rest16_quad_train_675,FOOD#QUALITY,greasy,eng_restaurant_train_alltasks
"anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .",NULL,2.33,7.33,rest16_quad_train_675,FOOD#QUALITY,dry,eng_restaurant_train_alltasks
"anybody who likes this place must be from a different planet , where greasy , dry and tasteless are complimentary .",NULL,2.17,7.33,rest16_quad_train_675,FOOD#QUALITY,tasteless,eng_restaurant_train_alltasks
"the dosas are skimpy , unattractive and drip with grease , and personally i ' d drink popcorn topping before i ' d eat another one of these .",dosas,3.67,6.33,rest16_quad_train_676,FOOD#STYLE_OPTIONS,skimpy,eng_restaurant_train_alltasks
"the dosas are skimpy , unattractive and drip with grease , and personally i ' d drink popcorn topping before i ' d eat another one of these .",dosas,3.5,6.5,rest16_quad_train_676,FOOD#QUALITY,unattractive,eng_restaurant_train_alltasks
"the sandwiches are dry , tasteless and way overpriced .",sandwiches,3.5,5.0,rest16_quad_train_677,FOOD#QUALITY,dry,eng_restaurant_train_alltasks
"the sandwiches are dry , tasteless and way overpriced .",sandwiches,3.25,5.0,rest16_quad_train_677,FOOD#PRICES,dry,eng_restaurant_train_alltasks
"the sandwiches are dry , tasteless and way overpriced .",sandwiches,3.25,5.0,rest16_quad_train_677,FOOD#QUALITY,tasteless,eng_restaurant_train_alltasks
"the sandwiches are dry , tasteless and way overpriced .",sandwiches,3.25,5.0,rest16_quad_train_677,FOOD#PRICES,tasteless,eng_restaurant_train_alltasks
"the sandwiches are dry , tasteless and way overpriced .",sandwiches,3.25,5.0,rest16_quad_train_677,FOOD#QUALITY,way overpriced,eng_restaurant_train_alltasks
"the sandwiches are dry , tasteless and way overpriced .",sandwiches,2.75,7.5,rest16_quad_train_677,FOOD#PRICES,way overpriced,eng_restaurant_train_alltasks
"calling the place hampton chutney co . does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",place,5.0,5.0,rest16_quad_train_678,RESTAURANT#GENERAL,NULL,eng_restaurant_train_alltasks
"calling the place hampton chutney co . does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",room,2.0,7.0,rest16_quad_train_678,AMBIENCE#GENERAL,unattractive,eng_restaurant_train_alltasks
"calling the place hampton chutney co . does warn you that these folks offer more style than substance , but in this unattractive room with unhelpful clerks there was a dearth of the former too .",clerks,2.0,7.0,rest16_quad_train_678,SERVICE#GENERAL,unhelpful,eng_restaurant_train_alltasks
"seriously , this place kicks ass .",place,6.88,7.0,rest16_quad_train_679,RESTAURANT#GENERAL,kicks ass,eng_restaurant_train_alltasks
"the atmosphere is unheralded , the service impecible , and the food magnificant .",atmosphere,8.0,8.0,rest16_quad_train_680,AMBIENCE#GENERAL,unheralded,eng_restaurant_train_alltasks
"the atmosphere is unheralded , the service impecible , and the food magnificant .",service,8.17,8.33,rest16_quad_train_680,SERVICE#GENERAL,impecible,eng_restaurant_train_alltasks
"the atmosphere is unheralded , the service impecible , and the food magnificant .",food,8.83,8.67,rest16_quad_train_680,FOOD#QUALITY,magnificant,eng_restaurant_train_alltasks
"best italian food i ever had ( and being italian , that means alot ) .",italian food,8.62,8.62,rest16_quad_train_681,FOOD#QUALITY,best,eng_restaurant_train_alltasks
"it is nearly impossible to get a table , so if you ever have the chance to go here for dinner , do not pass it up .",NULL,6.25,6.25,rest16_quad_train_682,RESTAURANT#GENERAL,NULL,eng_restaurant_train_alltasks
"this is such a lovely , peaceful place to eat outside .",place,7.0,6.83,rest16_quad_train_683,AMBIENCE#GENERAL,peaceful,eng_restaurant_train_alltasks
"this is such a lovely , peaceful place to eat outside .",place,6.83,6.83,rest16_quad_train_683,AMBIENCE#GENERAL,lovely,eng_restaurant_train_alltasks
the restaurant looks out over beautiful green lawns to the hudson river and the statue of liberty .,restaurant,7.67,7.5,rest16_quad_train_684,LOCATION#GENERAL,beautiful,eng_restaurant_train_alltasks
"it is set far from the small street it ' s on , and there is no traffic noise .",NULL,4.67,5.33,rest16_quad_train_685,LOCATION#GENERAL,NULL,eng_restaurant_train_alltasks
"this is a great place to take out - of - towners , and perfect for watching the sunset .",place,7.0,7.17,rest16_quad_train_686,LOCATION#GENERAL,great,eng_restaurant_train_alltasks
great sushi experience .,sushi,7.88,7.88,rest16_quad_train_687,FOOD#QUALITY,great,eng_restaurant_train_alltasks
nice value .,NULL,7.0,6.88,rest16_quad_train_688,RESTAURANT#PRICES,nice,eng_restaurant_train_alltasks
unique apppetizers .,apppetizers,7.38,7.25,rest16_quad_train_689,FOOD#QUALITY,unique,eng_restaurant_train_alltasks
try sushimi cucumber roll .,sushimi cucumber roll,6.0,6.12,rest16_quad_train_690,FOOD#QUALITY,try,eng_restaurant_train_alltasks
"good spreads , great beverage selections and bagels really tasty .",spreads,7.17,7.0,rest16_quad_train_691,FOOD#QUALITY,good,eng_restaurant_train_alltasks
"good spreads , great beverage selections and bagels really tasty .",beverage selections,7.5,7.33,rest16_quad_train_691,DRINKS#STYLE_OPTIONS,great,eng_restaurant_train_alltasks
"good spreads , great beverage selections and bagels really tasty .",bagels,7.5,7.5,rest16_quad_train_691,FOOD#QUALITY,really tasty,eng_restaurant_train_alltasks
murray wo n ' t do it .,NULL,4.67,4.67,rest16_quad_train_692,SERVICE#GENERAL,NULL,eng_restaurant_train_alltasks
but who says murray ' s is anything about service .,service,5.0,5.0,rest16_quad_train_693,SERVICE#GENERAL,NULL,eng_restaurant_train_alltasks
"so close , but not good enough .",NULL,3.5,5.62,rest16_quad_train_694,RESTAURANT#GENERAL,not good enough,eng_restaurant_train_alltasks
do n ' t be fooled by crowds of people .,NULL,3.25,6.5,rest16_quad_train_695,RESTAURANT#MISCELLANEOUS,fooled,eng_restaurant_train_alltasks
the service is awful .,service,2.12,7.88,rest16_quad_train_696,SERVICE#GENERAL,awful,eng_restaurant_train_alltasks
this place is not worth the prices .,place,3.75,5.0,rest16_quad_train_697,RESTAURANT#GENERAL,not worth,eng_restaurant_train_alltasks
this place is not worth the prices .,place,3.75,5.0,rest16_quad_train_697,RESTAURANT#PRICES,not worth,eng_restaurant_train_alltasks
"also , do n ' t plan on asking for your favorite roll , if it ' s not on the menu , you ca n ' t have it .",NULL,5.0,5.0,rest16_quad_train_698,SERVICE#GENERAL,NULL,eng_restaurant_train_alltasks
love pizza 33 . . .,pizza 33,7.75,7.88,rest16_quad_train_699,RESTAURANT#GENERAL,love,eng_restaurant_train_alltasks
i will be out with friends and all of a sudden i am hungry and i only crave one thing . . . their pizza .,pizza,7.2,7.0,rest16_quad_train_700,FOOD#QUALITY,crave,eng_restaurant_train_alltasks
it hits the spot every time,NULL,6.8,7.0,rest16_quad_train_701,RESTAURANT#GENERAL,hits,eng_restaurant_train_alltasks
this tiny williamsburg spot is always pleasantly surprising .,williamsburg spot,7.88,7.88,rest16_quad_train_702,RESTAURANT#GENERAL,always pleasantly surprising,eng_restaurant_train_alltasks
the pizza is delicious and the proprietor is one of the nicest in nyc .,pizza,8.12,8.12,rest16_quad_train_703,FOOD#QUALITY,delicious,eng_restaurant_train_alltasks
the pizza is delicious and the proprietor is one of the nicest in nyc .,proprietor,8.0,8.0,rest16_quad_train_703,SERVICE#GENERAL,nicest,eng_restaurant_train_alltasks
they even scoop it out nice ( for those on a diet ) not too much not to little .,NULL,6.5,6.12,rest16_quad_train_704,FOOD#STYLE_OPTIONS,nice,eng_restaurant_train_alltasks
the cream cheeses are out of this world and i love that coffee ! !,cream cheeses,8.33,8.17,rest16_quad_train_705,FOOD#QUALITY,out of this world,eng_restaurant_train_alltasks
the cream cheeses are out of this world and i love that coffee ! !,coffee,8.0,7.67,rest16_quad_train_705,DRINKS#QUALITY,love,eng_restaurant_train_alltasks
a little crowded but they move that line really fast !,NULL,7.67,7.67,rest16_quad_train_706,SERVICE#GENERAL,really fast,eng_restaurant_train_alltasks
a little crowded but they move that line really fast !,NULL,5.5,5.33,rest16_quad_train_706,RESTAURANT#MISCELLANEOUS,NULL,eng_restaurant_train_alltasks
a little pricey but it really hits the spot on a sunday morning !,NULL,6.75,6.25,rest16_quad_train_707,RESTAURANT#PRICES,a little pricey,eng_restaurant_train_alltasks
a little pricey but it really hits the spot on a sunday morning !,NULL,7.75,7.5,rest16_quad_train_707,RESTAURANT#GENERAL,really hits,eng_restaurant_train_alltasks
"bagels are ok , but be sure not to make any special requests !",bagels,5.83,5.83,rest16_quad_train_708,FOOD#QUALITY,ok,eng_restaurant_train_alltasks
"bagels are ok , but be sure not to make any special requests !",NULL,5.17,5.17,rest16_quad_train_708,SERVICE#GENERAL,NULL,eng_restaurant_train_alltasks
i asked for an open faced cheese sandwich and the manager basically told me to take my business elsewhere !,manager,2.17,7.5,rest16_quad_train_709,SERVICE#GENERAL,NULL,eng_restaurant_train_alltasks
be sure not to get anything other than bagels ! . .,bagels,5.0,5.0,rest16_quad_train_710,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
be sure not to get anything other than bagels ! . .,NULL,5.0,5.0,rest16_quad_train_710,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
the worst excuse for japanese food i ' ve ever encountered .,NULL,2.5,7.12,rest16_quad_train_711,RESTAURANT#MISCELLANEOUS,worst,eng_restaurant_train_alltasks
the soup for the udon was soy sauce and water .,soup for the udon,4.5,4.5,rest16_quad_train_712,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
the sushi was awful !,sushi,1.5,8.25,rest16_quad_train_713,FOOD#QUALITY,awful,eng_restaurant_train_alltasks
the rice was poor quality and was cooked so badly it was hard .,rice,3.33,6.0,rest16_quad_train_714,FOOD#QUALITY,poor quality,eng_restaurant_train_alltasks
the rice was poor quality and was cooked so badly it was hard .,rice,3.0,6.5,rest16_quad_train_714,FOOD#QUALITY,cooked so badly,eng_restaurant_train_alltasks
the rice was poor quality and was cooked so badly it was hard .,rice,3.5,6.0,rest16_quad_train_714,FOOD#QUALITY,hard,eng_restaurant_train_alltasks
"furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",rice,4.0,5.25,rest16_quad_train_715,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
"furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",sushi,3.75,5.0,rest16_quad_train_715,FOOD#QUALITY,bland,eng_restaurant_train_alltasks
"furthermore , the rice had no seasoning , so the sushi was bland and disgusting .",sushi,2.25,7.75,rest16_quad_train_715,FOOD#QUALITY,disgusting,eng_restaurant_train_alltasks
"the fish was adequate , but inexpertly sliced .",fish,3.75,4.75,rest16_quad_train_716,FOOD#STYLE_OPTIONS,inexpertly sliced,eng_restaurant_train_alltasks
"the fish was adequate , but inexpertly sliced .",fish,5.75,5.5,rest16_quad_train_716,FOOD#STYLE_OPTIONS,adequate,eng_restaurant_train_alltasks
it is obvious that no one in the restaurant has any idea about or experience with japanese cuisine .,japanese cuisine,4.0,5.5,rest16_quad_train_717,FOOD#QUALITY,NULL,eng_restaurant_train_alltasks
"good , fast service .",service,6.88,6.88,rest16_quad_train_718,SERVICE#GENERAL,fast,eng_restaurant_train_alltasks
"good , fast service .",service,6.5,6.5,rest16_quad_train_718,SERVICE#GENERAL,good,eng_restaurant_train_alltasks
i would highly recommend .,NULL,7.5,7.6,rest16_quad_train_719,RESTAURANT#GENERAL,highly recommend,eng_restaurant_train_alltasks
food is great and inexpensive .,food,7.83,7.83,rest16_quad_train_720,FOOD#QUALITY,great,eng_restaurant_train_alltasks
food is great and inexpensive .,food,7.67,7.5,rest16_quad_train_720,FOOD#PRICES,inexpensive,eng_restaurant_train_alltasks
the location is perfect .,location,7.7,7.9,rest16_quad_train_721,LOCATION#GENERAL,perfect,eng_restaurant_train_alltasks
give it a try and enjoy .,NULL,7.0,6.7,rest16_quad_train_722,RESTAURANT#GENERAL,enjoy,eng_restaurant_train_alltasks
"well , this place is so ghetto its not even funny .",place,1.83,8.17,rest16_quad_train_723,AMBIENCE#GENERAL,so ghetto,eng_restaurant_train_alltasks
"well , this place is so ghetto its not even funny .",place,1.83,8.17,rest16_quad_train_723,AMBIENCE#GENERAL,not even funny,eng_restaurant_train_alltasks
if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you ' ll love it here .,bottle,7.67,7.67,rest16_quad_train_724,DRINKS#PRICES,love,eng_restaurant_train_alltasks
if you like your music blasted and the system isnt that great and if you want to pay at least 100 dollar bottle minimun then you ' ll love it here .,music,7.17,7.0,rest16_quad_train_724,AMBIENCE#GENERAL,like,eng_restaurant_train_alltasks
would never go back there .,NULL,4.0,5.0,rest16_quad_train_725,RESTAURANT#GENERAL,NULL,eng_restaurant_train_alltasks
awsome pizza especially the margheritta slice .,pizza,7.88,7.75,rest16_quad_train_726,FOOD#QUALITY,awsome,eng_restaurant_train_alltasks
awsome pizza especially the margheritta slice .,margheritta slice,7.88,7.88,rest16_quad_train_726,FOOD#QUALITY,awsome,eng_restaurant_train_alltasks
always busy but fast moving .,NULL,7.5,7.25,rest16_quad_train_727,SERVICE#GENERAL,fast,eng_restaurant_train_alltasks
great atmoshere and worth every bit .,atmoshere,7.62,7.75,rest16_quad_train_728,AMBIENCE#GENERAL,great,eng_restaurant_train_alltasks
great atmoshere and worth every bit .,NULL,7.75,7.88,rest16_quad_train_728,RESTAURANT#GENERAL,worth,eng_restaurant_train_alltasks
open late ( well as late as i ever got there and i ' m a night person ),NULL,4.88,5.38,rest16_quad_train_729,RESTAURANT#MISCELLANEOUS,NULL,eng_restaurant_train_alltasks
winnie and her staff are the best crew you can find serving you .,winnie,7.75,7.75,rest16_quad_train_730,SERVICE#GENERAL,best,eng_restaurant_train_alltasks
winnie and her staff are the best crew you can find serving you .,staff,7.62,7.75,rest16_quad_train_730,SERVICE#GENERAL,best,eng_restaurant_train_alltasks
the food is reliable and the price is moderate .,food,6.88,6.88,rest16_quad_train_731,FOOD#QUALITY,reliable,eng_restaurant_train_alltasks
the food is reliable and the price is moderate .,NULL,6.12,6.12,rest16_quad_train_731,RESTAURANT#PRICES,moderate,eng_restaurant_train_alltasks
what more can you ask for ?,NULL,5.0,5.0,rest16_quad_train_732,RESTAURANT#GENERAL,NULL,eng_restaurant_train_alltasks
everything about this restaurant was special .,restaurant,8.12,8.25,rest16_quad_train_733,RESTAURANT#GENERAL,special,eng_restaurant_train_alltasks
"the service was attentive , yet discreet .",service,7.33,7.17,rest16_quad_train_734,SERVICE#GENERAL,discreet,eng_restaurant_train_alltasks
"the service was attentive , yet discreet .",service,7.5,7.17,rest16_quad_train_734,SERVICE#GENERAL,attentive,eng_restaurant_train_alltasks
the flavors robust and subtle .,NULL,6.7,6.6,rest16_quad_train_735,FOOD#QUALITY,robust,eng_restaurant_train_alltasks
the flavors robust and subtle .,NULL,6.7,6.6,rest16_quad_train_735,FOOD#QUALITY,subtle,eng_restaurant_train_alltasks
the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,brioche and lollies,6.67,6.83,rest16_quad_train_736,FOOD#QUALITY,cute,eng_restaurant_train_alltasks
the brioche and lollies as party favors is a cute and sweet touch to a most memorable meal .,brioche and lollies,7.0,7.0,rest16_quad_train_736,FOOD#QUALITY,sweet,eng_restaurant_train_alltasks
i ' m saving up for my next visit .,NULL,5.0,5.0,rest16_quad_train_737,RESTAURANT#GENERAL,NULL,eng_restaurant_train_alltasks
the place was quiet and delightful .,place,7.5,7.12,rest16_quad_train_738,AMBIENCE#GENERAL,quiet,eng_restaurant_train_alltasks
the place was quiet and delightful .,place,7.62,7.25,rest16_quad_train_738,AMBIENCE#GENERAL,delightful,eng_restaurant_train_alltasks
i did not try the caviar but i tried their salmon and crab salad ( they are all good ),salmon,6.62,6.5,rest16_quad_train_739,FOOD#QUALITY,good,eng_restaurant_train_alltasks
i did not try the caviar but i tried their salmon and crab salad ( they are all good ),crab salad,6.62,6.5,rest16_quad_train_739,FOOD#QUALITY,good,eng_restaurant_train_alltasks
"as a retired hipster , i can say with some degree of certainty that for the last year lucky strike has been the best laid - back late night in the city .",lucky strike,7.88,7.88,rest16_quad_train_740,RESTAURANT#GENERAL,best,eng_restaurant_train_alltasks
"the wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .",wait staff,6.83,6.83,rest16_quad_train_741,SERVICE#GENERAL,fun,eng_restaurant_train_alltasks
"the wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .",wait staff,7.33,7.33,rest16_quad_train_741,SERVICE#GENERAL,gorgeous,eng_restaurant_train_alltasks
"the wait staff is pleasant , fun , and for the most part gorgeous ( in the wonderful aesthetic beautification way , not in that she ' s - way - cuter - than - me - that - b @ # $ * way ) .",wait staff,7.0,7.0,rest16_quad_train_741,SERVICE#GENERAL,pleasant,eng_restaurant_train_alltasks
"the food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",food,7.5,8.0,rest16_quad_train_742,FOOD#QUALITY,yummy,eng_restaurant_train_alltasks
"the food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",mussels in spicy tomato sauce,8.0,8.5,rest16_quad_train_742,FOOD#QUALITY,cooked - to - perfection,eng_restaurant_train_alltasks
"the food is yummy , especially their cooked - to - perfection mussels in spicy tomato sauce and their shoestring crispy fries .",fries,7.75,8.25,rest16_quad_train_742,FOOD#QUALITY,cooked - to - perfection,eng_restaurant_train_alltasks
"but the best part about ls is the late night atmosphere , delightfully free of the bts .",late night atmosphere,7.5,7.75,rest16_quad_train_743,AMBIENCE#GENERAL,best,eng_restaurant_train_alltasks
"you can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",martini,7.5,7.5,rest16_quad_train_744,DRINKS#QUALITY,completely delish,eng_restaurant_train_alltasks
"you can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",martini,7.5,7.5,rest16_quad_train_744,DRINKS#STYLE_OPTIONS,completely delish,eng_restaurant_train_alltasks
"you can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",martini,7.5,7.5,rest16_quad_train_744,DRINKS#PRICES,completely delish,eng_restaurant_train_alltasks
"you can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",vanilla shanty,7.5,7.5,rest16_quad_train_744,DRINKS#QUALITY,recommend,eng_restaurant_train_alltasks
"you can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",setting,7.5,7.5,rest16_quad_train_744,AMBIENCE#GENERAL,homey,eng_restaurant_train_alltasks
"you can get a completely delish martini in a glass ( that ' s about 2 1 / 2 drinks ) for $ 8 . 50 ( i recommend the vanilla shanty , mmmm ! ) in a great homey setting with great music .",music,8.0,7.83,rest16_quad_train_744,AMBIENCE#GENERAL,great,eng_restaurant_train_alltasks
"the in - house lady dj on saturday nights has outrageously good taste in music , and moreover , takes requests .",in - house lady dj,7.25,7.38,rest16_quad_train_745,AMBIENCE#GENERAL,good taste,eng_restaurant_train_alltasks
you ca n ' t go wrong with this place .,place,7.5,7.17,rest16_quad_train_746,RESTAURANT#GENERAL,ca n ' t go wrong,eng_restaurant_train_alltasks
suan is a great place that i often take my friends ( classmates ) too .,suan,7.33,7.5,rest16_quad_train_747,RESTAURANT#GENERAL,great,eng_restaurant_train_alltasks
"its location is good and the fact that hutner college is near and their prices are very reasonable , makes students go back to suan again and again .",location,6.88,6.75,rest16_quad_train_748,LOCATION#GENERAL,good,eng_restaurant_train_alltasks
"its location is good and the fact that hutner college is near and their prices are very reasonable , makes students go back to suan again and again .",suan,7.25,7.25,rest16_quad_train_748,RESTAURANT#PRICES,very reasonable,eng_restaurant_train_alltasks
i love their thai,thai,7.2,7.1,rest16_quad_train_749,FOOD#QUALITY,love,eng_restaurant_train_alltasks
noodles with shrimp and chicken and coconut juice is the must !,noodles with shrimp and chicken and coconut juice,7.62,7.62,rest16_quad_train_750,FOOD#QUALITY,must,eng_restaurant_train_alltasks
i will go back to suan soon !,suan,6.2,6.5,rest16_quad_train_751,RESTAURANT#GENERAL,NULL,eng_restaurant_train_alltasks
in summer - eat outside on a terrace ( another great feature of suan ) ! ! !,terrace,7.33,7.33,rest16_quad_train_752,AMBIENCE#GENERAL,great,eng_restaurant_train_alltasks
i can not imagine a friendlier staff working in a restaurant .,staff,7.33,7.5,rest16_quad_train_753,SERVICE#GENERAL,friendlier,eng_restaurant_train_alltasks
i can not imagine better indian food in all of the city .,indian food,7.3,7.2,rest16_quad_train_754,FOOD#QUALITY,better,eng_restaurant_train_alltasks
i can not imagine you not rushing out to eat there .,NULL,6.6,6.3,rest16_quad_train_755,RESTAURANT#GENERAL,NULL,eng_restaurant_train_alltasks
"during the course of the past 3 months , the chef and staff changed and it was not for the better .",chef,3.62,4.5,rest16_quad_train_756,FOOD#QUALITY,not for the better,eng_restaurant_train_alltasks
"during the course of the past 3 months , the chef and staff changed and it was not for the better .",staff,3.75,4.75,rest16_quad_train_756,SERVICE#GENERAL,not for the better,eng_restaurant_train_alltasks
i wish they would change back to what it was before .,NULL,4.25,4.75,rest16_quad_train_757,RESTAURANT#GENERAL,NULL,eng_restaurant_train_alltasks
the food now is inconsistent .,food,3.88,3.88,rest16_quad_train_758,FOOD#QUALITY,inconsistent,eng_restaurant_train_alltasks
this is the kind of place you ' d like to take all your friends to and still keep a secret .,place,7.0,6.9,rest16_quad_train_759,RESTAURANT#MISCELLANEOUS,like,eng_restaurant_train_alltasks
the setting is casual and romantic .,setting,7.25,7.38,rest16_quad_train_760,AMBIENCE#GENERAL,romantic,eng_restaurant_train_alltasks
the setting is casual and romantic .,setting,6.38,6.5,rest16_quad_train_760,AMBIENCE#GENERAL,casual,eng_restaurant_train_alltasks
prices are very good .,NULL,6.62,6.5,rest16_quad_train_761,RESTAURANT#PRICES,very good,eng_restaurant_train_alltasks
the food is excellent !,food,8.25,8.38,rest16_quad_train_762,FOOD#QUALITY,excellent,eng_restaurant_train_alltasks
"if you ' re daring , try the balsamic vinegar over icecream , it ' s wonderful !",balsamic vinegar over icecream,8.33,8.67,rest16_quad_train_763,FOOD#QUALITY,wonderful,eng_restaurant_train_alltasks
